,RegCommitSB,RegSpecSB,RegMap,RegRT,RegSpecRT,SRAMMap,SRAMSB,SRAMRT,RegARF,RegSpecARF,RegCenterInstBuf,RegCenterPairBuf,RegCenterWKBuf,RegInterGroupWKBuf,QueueTxBuf,QueuePairBuf,SRAMInst,SRAMPointer,SRAMValue,RegValid,RegNbusy,RegRxBuf,QueueReadyInstBuf,DynamicPower,sim_seconds,StaticPower,total,ED,ED^2
nab_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21887.843387759996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138544.899170244,366976.08326633996,1118251.533274397,0.0,272480.067366776,0.0,0.0,1.9181404264655169,0.047703,1.1380374576216,3.0561778840871168,0.14578885360460775,0.0069545656835006036
roms_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102261.02518865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163911.46695233101,726231.5240861599,1302225.801083817,0.0,570152.105728399,0.0,0.0,2.8647819230393567,0.094403,2.2521466178616,5.116928540900957,0.483053405046673,0.04560169059662107
mcf_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342786.72963088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262973.082724572,1302327.896533896,1949916.2586435657,0.0,902658.054381373,0.0,0.0,4.760662021914286,0.169118,4.034601990609599,8.795264012523885,1.4874374592700144,0.25155244823682626
wrf_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68650.77224232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170158.406664358,564724.165979372,1334933.323720462,0.0,435392.889347527,0.0,0.0,2.573859557954039,0.073353,1.7499625103015999,4.323822068255639,0.3171653201727559,0.023265027730632163
wrf_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6965.67902071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165771.33642826098,498482.31337043596,1305076.315336773,0.0,364921.474905492,0.0,0.0,2.3412171190616715,0.06473,1.5442459516559999,3.8854630707176714,0.25150602456755483,0.016279984970257823
cam4_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52910.95810545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160750.482963489,402974.46552113997,1277188.520427412,0.0,305315.66330065497,0.0,0.0,2.1991400903181457,0.052349,1.2488758121927999,3.448015902510946,0.1805001844805455,0.009449004157372076
cam4_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78527.31585664999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169873.325745899,483509.977954352,1339710.3429101328,0.0,351307.231038255,0.0,0.0,2.422928193505289,0.062783,1.4977969037976,3.920725097302889,0.2461548837839673,0.01545434206860882
leela_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180744.14020035998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198713.447321391,623989.31743442,1527289.005746454,0.0,433868.046677568,0.0,0.0,2.964603957380193,0.081013,1.9327050406536,4.897308998033793,0.3967456938577117,0.032141558896494796
leela_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178416.4561073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193749.242668307,598769.115793032,1493952.269554088,0.0,409145.568484755,0.0,0.0,2.874032652607482,0.077743,1.8546935427096,4.728726195317082,0.3676253606025359,0.02858029840932295
leela_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180616.13815075997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194669.471753378,604965.5004379121,1500482.2171016638,0.0,414067.62512096204,0.0,0.0,2.8948009525646756,0.078547,1.8738743513784,4.768675303943075,0.3745651390988167,0.02942096798079476
namd_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55296.10903552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140826.13058208898,263470.73520448396,1161536.625895406,0.0,215871.413727111,0.0,0.0,1.8370010144446098,0.034243,0.8169259095096,2.65392692395421,0.09087841965696401,0.003111949724313419
imagick_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36455.321858229996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139407.725150857,270521.79995808,1130012.984621273,0.0,220583.516169993,0.0,0.0,1.7969813477584329,0.035156,0.8387071014431999,2.635688449201633,0.0926602631201326,0.003257564210251382
imagick_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36698.96627394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139945.246784142,278559.227059188,1134182.624201774,0.0,222063.90049881802,0.0,0.0,1.8114499648178621,0.036198,0.8635658111855999,2.675015776003462,0.09683022105977332,0.0035050603419216745
imagick_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36305.69546491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139520.074667618,272976.191606992,1131344.6152428729,0.0,217729.58587070502,0.0,0.0,1.797876162853098,0.035473,0.8462696839655999,2.644145846818698,0.09379578562419966,0.003327217903447234
nab_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57154.676897239995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166754.78290907,384243.596667216,1326986.9414723278,0.0,296038.495179661,0.0,0.0,2.2311784931255145,0.049909,1.1906653978247999,3.4218438909503144,0.17078080675343923,0.0085234992842574
bwaves_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91301.14113595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189284.730416226,1206129.048388052,1491933.854455432,0.0,909488.110100291,0.0,0.0,3.8881368844959514,0.156786,3.7404008307792,7.628537715275151,1.1960479142271299,0.1875235682800148
bwaves_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60604.62037381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171529.259133793,418312.447140808,1368282.892164813,0.0,304977.889071305,0.0,0.0,2.3237071078845286,0.05432,1.295897421504,3.6196045293885284,0.19661691803638487,0.010680230987736426
